Name,Size / Usage,Context,Input,Digest,Updated,source,size_gb
llama2:7b-chat-q4_K_M,4.1GB,4K,Text,fe3834f64df5,2 years ago,llama\llama2.csv,4.1
dolphin-mistral:7b-v2.2.1-q4_K_S,4.1GB,32K,Text,5029cbe43e9c,2 years ago,mistral\dolphin-mistral.csv,4.1
mistral:7b-instruct-v0.2-q4_K_S,4.1GB,32K,Text,ba00d3a5239e,2 years ago,mistral\mistral.csv,4.1
dolphin-mistral:7b-v2.2-q4_K_S,4.1GB,32K,Text,7c4ea4ac1b3d,2 years ago,mistral\dolphin-mistral.csv,4.1
mistral:v0.1,4.1GB,32K,Text,b17615239298,2 years ago,mistral\mistral.csv,4.1
mistral:v0.2,4.1GB,32K,Text,61e88e884507,2 years ago,mistral\mistral.csv,4.1
dolphin-mistral:7b-v2.2-q4_0,4.1GB,32K,Text,450ca08f6907,2 years ago,mistral\dolphin-mistral.csv,4.1
dolphin-mistral:7b-v2.2.1-q4_0,4.1GB,32K,Text,04b0ec52c40b,2 years ago,mistral\dolphin-mistral.csv,4.1
mistral:7b-instruct-q4_K_S,4.1GB,32K,Text,d8ee783f8c73,2 years ago,mistral\mistral.csv,4.1
yarn-mistral:7b-64k,4.1GB,32K,Text,8e9c368a0ae4,2 years ago,mistral\yarn-mistral.csv,4.1
llama2:7b-text-q4_K_M,4.1GB,4K,Text,b50304b988e8,2 years ago,llama\llama2.csv,4.1
mistral:7b-instruct-v0.2-q4_0,4.1GB,32K,Text,61e88e884507,2 years ago,mistral\mistral.csv,4.1
dolphin-mistral:7b-v2.1,4.1GB,32K,Text,e4e3238590aa,2 years ago,mistral\dolphin-mistral.csv,4.1
mistral:7b-instruct-q4_0,4.1GB,32K,Text,b17615239298,2 years ago,mistral\mistral.csv,4.1
mistral:7b-text-v0.2-q4_K_S,4.1GB,16K,Text,1a6db06e5aa7,2 years ago,mistral\mistral.csv,4.1
qwen:7b-q3_K_M,4.1GB,32K,Text,407571073d23,2 years ago,qwen\qwen.csv,4.1
phi3:3.8b-mini-4k-instruct-q8_0,4.1GB,4K,Text,6b7f8cbb8b25,2 years ago,phi\phi3.csv,4.1
dolphin-mistral:7b-v2.8-q4_K_S,4.1GB,32K,Text,f7fe7f8a5338,2 years ago,mistral\dolphin-mistral.csv,4.1
mistrallite:latest,4.1GB,32K,Text,5393d4f5f262,2 years ago,mistral\mistrallite.csv,4.1
mistrallite:7b,4.1GB,32K,Text,5393d4f5f262,2 years ago,mistral\mistrallite.csv,4.1
dolphin-mistral:7b-v2.6-q4_K_S,4.1GB,32K,Text,d131e1a76ddc,2 years ago,mistral\dolphin-mistral.csv,4.1
dolphin-mistral:7b-v2.6-dpo-laser-q4_K_S,4.1GB,32K,Text,251809e4483d,2 years ago,mistral\dolphin-mistral.csv,4.1
mistral-openorca:7b,4.1GB,32K,Text,12dc6acc14d0,2 years ago,mistral\mistral-openorca.csv,4.1
granite3.2-guardian:5b-q5_K_M,4.1GB,128K,Text,e8741473bd5f,1 year ago,ibm\granite3.2-guardian.csv,4.1
mistral-openorca:latest,4.1GB,32K,Text,12dc6acc14d0,2 years ago,mistral\mistral-openorca.csv,4.1
dolphin-mistral:7b-v2.6,4.1GB,32K,Text,206a4093ff30,2 years ago,mistral\dolphin-mistral.csv,4.1
dolphin-mistral:7b-v2.2.1,4.1GB,32K,Text,04b0ec52c40b,2 years ago,mistral\dolphin-mistral.csv,4.1
dolphin-mistral:7b-v2.6-dpo-laser,4.1GB,32K,Text,ecbf896611f5,2 years ago,mistral\dolphin-mistral.csv,4.1
phi4-mini:3.8b-q8_0,4.1GB,4K,Text,0be8e6979181,1 year ago,phi\phi4-mini.csv,4.1
phi3.5:3.8b-mini-instruct-q8_0,4.1GB,4K,Text,8b50e8e1e216,1 year ago,phi\phi3.5.csv,4.1
dolphin-mistral:7b-v2.2,4.1GB,32K,Text,450ca08f6907,2 years ago,mistral\dolphin-mistral.csv,4.1
mistrallite:7b-v0.1-q4_0,4.1GB,32K,Text,5393d4f5f262,2 years ago,mistral\mistrallite.csv,4.1
mistral:7b-text-q4_0,4.1GB,32K,Text,d19e34de4cb6,2 years ago,mistral\mistral.csv,4.1
mistral:7b-text-v0.2-q4_0,4.1GB,16K,Text,495ae085225b,2 years ago,mistral\mistral.csv,4.1
mistral-openorca:7b-q4_0,4.1GB,32K,Text,12dc6acc14d0,2 years ago,mistral\mistral-openorca.csv,4.1
mistral:7b-text-q4_K_S,4.1GB,32K,Text,e6aa05445f6e,2 years ago,mistral\mistral.csv,4.1
mistral:text,4.1GB,16K,Text,495ae085225b,2 years ago,mistral\mistral.csv,4.1
mistral:instruct,4.1GB,32K,Text,3944fe81ec14,1 year ago,mistral\mistral.csv,4.1
mathstral:latest,4.1GB,32K,Text,4ee7052be55a,2 years ago,mistral\mathstral.csv,4.1
mistral:7b-text,4.1GB,16K,Text,495ae085225b,2 years ago,mistral\mistral.csv,4.1
dolphin-mistral:7b-v2.6-dpo-laser-q4_0,4.1GB,32K,Text,ecbf896611f5,2 years ago,mistral\dolphin-mistral.csv,4.1
dolphin-mistral:7b-v2.6-q4_0,4.1GB,32K,Text,206a4093ff30,2 years ago,mistral\dolphin-mistral.csv,4.1
qwen:7b-chat-q3_K_M,4.1GB,32K,Text,981740748bb1,2 years ago,qwen\qwen.csv,4.1
dolphin-mistral:7b-v2.8,4.1GB,32K,Text,5dc8c5a2be65,2 years ago,mistral\dolphin-mistral.csv,4.1
dolphin-mistral:7b-v2.8-q4_0,4.1GB,32K,Text,5dc8c5a2be65,2 years ago,mistral\dolphin-mistral.csv,4.1
qwen2:7b-text-q3_K_L,4.1GB,128K,Text,45ac40a8d58b,2 years ago,qwen\qwen2.csv,4.1
qwen2.5-coder:7b-instruct-q3_K_L,4.1GB,32K,Text,2be479bc8fba,1 year ago,qwen\qwen2.5-coder.csv,4.1
qwen3:1.7b-fp16,4.1GB,40K,Text,e9354f6174db,1 year ago,qwen\qwen3.csv,4.1
granite4.0-preview:tiny-base-q4_K_M,4.1GB,1M,Text,5934e75c5676,11 months ago,ibm\granite4.0-preview.csv,4.1
mathstral:7b,4.1GB,32K,Text,4ee7052be55a,2 years ago,mistral\mathstral.csv,4.1
mathstral:7b-v0.1-q4_K_S,4.1GB,32K,Text,4c06df180823,2 years ago,mistral\mathstral.csv,4.1
mathstral:7b-v0.1-q4_0,4.1GB,32K,Text,4ee7052be55a,2 years ago,mistral\mathstral.csv,4.1
qwen:4b-text-v1.5-q8_0,4.2GB,32K,Text,e3bafc3eec84,2 years ago,qwen\qwen.csv,4.2
llama2-uncensored:7b-chat-q4_1,4.2GB,2K,Text,0126058e3693,2 years ago,llama\llama2-uncensored.csv,4.2
gemma:7b-text-q3_K_S,4.2GB,8K,Text,f40e21d459ff,2 years ago,gemma\gemma.csv,4.2
granite4.1-guardian:8b-q3_K_M,4.2GB,128K,Text,4b56e240be8d,2 months ago,ibm\granite4.1-guardian.csv,4.2
granite4.0-preview:tiny-base-q4_1,4.2GB,1M,Text,8c28fd38f613,11 months ago,ibm\granite4.0-preview.csv,4.2
granite4:tiny-h-base-q4_K_M,4.2GB,1M,Text,e6ad422b0f47,11 months ago,ibm\granite4.csv,4.2
deepseek-coder:6.7b-instruct-q4_1,4.2GB,16K,Text,4c147a2a4536,2 years ago,deepseek\deepseek-coder.csv,4.2
qwen:7b-text-v1.5-q3_K_L,4.2GB,32K,Text,c103abc28f47,2 years ago,qwen\qwen.csv,4.2
nemotron-3-nano:4b-q8_0,4.2GB,256K,Text,c534497d032c,5 months ago,nemotron\nemotron-3-nano.csv,4.2
qwen:7b-chat-v1.5-q3_K_L,4.2GB,32K,Text,c78b559835da,2 years ago,qwen\qwen.csv,4.2
qwen:4b-chat-v1.5-q8_0,4.2GB,32K,Text,7dfc4f0660c0,2 years ago,qwen\qwen.csv,4.2
deepseek-coder:6.7b-base-q4_1,4.2GB,16K,Text,a269275b3473,2 years ago,deepseek\deepseek-coder.csv,4.2
granite4:7b-a1b-h,4.2GB,1M,Text,566b725534ea,10 months ago,ibm\granite4.csv,4.2
llama2:7b-text-q4_1,4.2GB,4K,Text,189a0d0904e4,2 years ago,llama\llama2.csv,4.2
llama2:7b-chat-q4_1,4.2GB,4K,Text,85eb4bc10598,2 years ago,llama\llama2.csv,4.2
gemma:7b-instruct-q3_K_S,4.2GB,8K,Text,e4aea70c287e,2 years ago,gemma\gemma.csv,4.2
granite4:tiny-h,4.2GB,1M,Text,566b725534ea,11 months ago,ibm\granite4.csv,4.2
granite4.0-preview:tiny-instruct-q4_1,4.2GB,1M,Text,476533dfb86e,11 months ago,ibm\granite4.0-preview.csv,4.2
granite4:tiny-h-q4_K_M,4.2GB,1M,Text,566b725534ea,11 months ago,ibm\granite4.csv,4.2
shieldgemma:9b-q3_K_S,4.3GB,8K,Text,59f3cd1ead5e,1 year ago,gemma\shieldgemma.csv,4.3
llama3.1:8b-instruct-q3_K_L,4.3GB,128K,Text,04a2f1e44de7,1 year ago,llama\llama3.1.csv,4.3
granite3.3:8b-instruct-q3_K_L,4.3GB,128K,Text,e03fac74858b,1 year ago,ibm\granite3.3.csv,4.3
granite3-dense:8b-instruct-q3_K_L,4.3GB,4K,Text,68e8106ca812,1 year ago,ibm\granite3-dense.csv,4.3
granite3.1-dense:8b-instruct-q3_K_L,4.3GB,128K,Text,ecdd2f1b4c8d,1 year ago,ibm\granite3.1-dense.csv,4.3
granite4.2:8b-q3_K_M,4.3GB,128K,Text,6a154d042cac,1 week ago,ibm\granite4.2.csv,4.3
granite3-dense:8b-instruct-q3_K_L,4.3GB,4K,Text,c74b04a2513f,1 year ago,granite\granite3-dense.csv,4.3
granite4.1:8b-q3_K_M,4.3GB,128K,Text,11ec0ebc2697,4 months ago,ibm\granite4.1.csv,4.3
qwen3-vl:2b-thinking-bf16,4.3GB,256K,"Text, Image",0d2c70920874,10 months ago,qwen\qwen3-vl.csv,4.3
granite3.3:8b-base-q3_K_L,4.3GB,128K,Text,7ba316d22b0b,1 year ago,ibm\granite3.3.csv,4.3
gemma4:e2b-it-qat,4.3GB,128K,"Text, Image",07ea59a47401,3 months ago,gemma\gemma4.csv,4.3
llama3-chatqa:8b-v1.5-q3_K_L,4.3GB,8K,Text,748c33a3a51f,2 years ago,llama\llama3-chatqa.csv,4.3
llama3:8b-text-q3_K_L,4.3GB,8K,Text,c8a0b2fe8826,2 years ago,llama\llama3.csv,4.3
granite3.1-dense:8b-base-q3_K_L,4.3GB,128K,Text,6778e8021ee7,1 year ago,ibm\granite3.1-dense.csv,4.3
llama3.1:8b-text-q3_K_L,4.3GB,128K,Text,4d9a56f79245,2 years ago,llama\llama3.1.csv,4.3
llama3-groq-tool-use:8b-q3_K_L,4.3GB,8K,Text,57fbbf9656ef,2 years ago,llama\llama3-groq-tool-use.csv,4.3
granite4.2:8b-q3_K_M,4.3GB,128K,Text,de31561a84c0,1 week ago,granite\granite4.2.csv,4.3
granite4.1:8b-q3_K_M,4.3GB,128K,Text,11ec0ebc2697,4 months ago,granite\granite4.1.csv,4.3
llama3-gradient:8b-instruct-1048k-q3_K_L,4.3GB,1M,Text,5a2ea82ad056,2 years ago,llama\llama3-gradient.csv,4.3
qwen3:4b-instruct-2507-q8_0,4.3GB,256K,Text,aa7252f68dda,11 months ago,qwen\qwen3.csv,4.3
gemma2:9b-instruct-q3_K_S,4.3GB,8K,Text,1c8775e10b1c,2 years ago,gemma\gemma2.csv,4.3
qwen3:4b-thinking-2507-q8_0,4.3GB,256K,Text,446474631042,11 months ago,qwen\qwen3.csv,4.3
gemma2:9b-text-q3_K_S,4.3GB,8K,Text,021fbe1dc58b,2 years ago,gemma\gemma2.csv,4.3
llama-guard3:8b-q3_K_L,4.3GB,128K,Text,bea5c2385dc2,1 year ago,llama\llama-guard3.csv,4.3
granite3.2:8b-instruct-q3_K_L,4.3GB,128K,Text,bf3068be1581,1 year ago,ibm\granite3.2.csv,4.3
qwen3-embedding:4b-q8_0,4.3GB,40K,Text,357d756ba8e5,11 months ago,qwen\qwen3-embedding.csv,4.3
qwen:7b-q3_K_L,4.3GB,32K,Text,2a971f9c4019,2 years ago,qwen\qwen.csv,4.3
qwen3-vl:2b-instruct-bf16,4.3GB,256K,"Text, Image",fc3633fe6782,10 months ago,qwen\qwen3-vl.csv,4.3
qwen:7b-chat-q3_K_L,4.3GB,32K,Text,6c760e557c98,2 years ago,qwen\qwen.csv,4.3
llama3:8b-instruct-q3_K_L,4.3GB,8K,Text,df7624806f55,2 years ago,llama\llama3.csv,4.3
mathstral:7b-v0.1-q4_K_M,4.4GB,32K,Text,8cf37cd9128d,2 years ago,mistral\mathstral.csv,4.4
mistral:7b,4.4GB,32K,Text,6577803aa9a0,1 year ago,mistral\mistral.csv,4.4
dolphin-mistral:7b-v2.6-q4_K_M,4.4GB,32K,Text,de97d7427c36,2 years ago,mistral\dolphin-mistral.csv,4.4
codegemma:7b-code-q3_K_M,4.4GB,8K,Text,,,gemma\codegemma.csv,4.4
dolphin-mistral:7b-v2.8-q4_K_M,4.4GB,32K,Text,9664319c8300,2 years ago,mistral\dolphin-mistral.csv,4.4
qwen2.5-coder:7b-base-q4_0,4.4GB,32K,Text,a1ef3d25fea3,1 year ago,qwen\qwen2.5-coder.csv,4.4
gemma:7b-instruct-v1.1-q3_K_M,4.4GB,8K,Text,e71bd8c16242,2 years ago,gemma\gemma.csv,4.4
granite4:tiny-h-q4_1,4.4GB,1M,Text,672cf5e6bb8a,11 months ago,ibm\granite4.csv,4.4
qwen2:7b-instruct-q4_0,4.4GB,32K,Text,dd314f039b9d,1 year ago,qwen\qwen2.csv,4.4
dolphin-mistral:7b-v2.2.1-q4_K_M,4.4GB,32K,Text,5e3337ccc282,2 years ago,mistral\dolphin-mistral.csv,4.4
qwen2.5:7b-instruct-q4_0,4.4GB,32K,Text,2e92ac0dd3a8,1 year ago,qwen\qwen2.5.csv,4.4
codegemma:7b-instruct-q3_K_M,4.4GB,8K,Text,,,gemma\codegemma.csv,4.4
mistral:7b-instruct-v0.2-q4_K_M,4.4GB,32K,Text,eb14864c7427,2 years ago,mistral\mistral.csv,4.4
dolphin-mistral:7b-v2.1-q4_K_M,4.4GB,32K,Text,42d3af2ff5bc,2 years ago,mistral\dolphin-mistral.csv,4.4
mistral:latest,4.4GB,32K,Text,6577803aa9a0,1 year ago,mistral\mistral.csv,4.4
qwen2.5-coder:7b-instruct-q4_0,4.4GB,32K,Text,8d7f257337d3,1 year ago,qwen\qwen2.5-coder.csv,4.4
mistral:7b-instruct,4.4GB,32K,Text,6577803aa9a0,1 year ago,mistral\mistral.csv,4.4
mistral:v0.3,4.4GB,32K,Text,6577803aa9a0,1 year ago,mistral\mistral.csv,4.4
mistral:7b-text-v0.2-q4_K_M,4.4GB,16K,Text,33518cc91a4d,2 years ago,mistral\mistral.csv,4.4
qwen2:latest,4.4GB,32K,Text,dd314f039b9d,1 year ago,qwen\qwen2.csv,4.4
qwen3.5:2b-mlx-bf16,MLX 4.4GB,256K,"Text, Image",1bd0618256e3,5 months ago,qwen\qwen3.5.csv,4.4
qwen2:7b-text-q4_0,4.4GB,128K,Text,5c0af9e4500d,2 years ago,qwen\qwen2.csv,4.4
qwen2:7b,4.4GB,32K,Text,dd314f039b9d,1 year ago,qwen\qwen2.csv,4.4
dolphin-mistral:7b-v2.6-dpo-laser-q4_K_M,4.4GB,32K,Text,4637e8c97e50,2 years ago,mistral\dolphin-mistral.csv,4.4
codegemma:7b-instruct-v1.1-q3_K_M,4.4GB,8K,Text,,,gemma\codegemma.csv,4.4
dolphin-mistral:7b-v2.2-q4_K_M,4.4GB,32K,Text,5f5bc8a7f6c0,2 years ago,mistral\dolphin-mistral.csv,4.4
yarn-mistral:7b-64k-q4_K_M,4.4GB,32K,Text,f9434e5ec017,2 years ago,mistral\yarn-mistral.csv,4.4
qwen2:7b-instruct,4.4GB,32K,Text,dd314f039b9d,1 year ago,qwen\qwen2.csv,4.4
yarn-mistral:7b-128k-q4_K_M,4.4GB,128K,Text,b29d79d2f3ef,2 years ago,mistral\yarn-mistral.csv,4.4
qwen3:4b-q8_0,4.4GB,40K,Text,6461746fd6b5,1 year ago,qwen\qwen3.csv,4.4
mistral:7b-instruct-q4_K_M,4.4GB,32K,Text,1a85656b534f,2 years ago,mistral\mistral.csv,4.4
mistral:7b-instruct-v0.3-q4_K_M,4.4GB,32K,Text,6577803aa9a0,1 year ago,mistral\mistral.csv,4.4
mistrallite:7b-v0.1-q4_K_M,4.4GB,32K,Text,d73bbd6b49d1,2 years ago,mistral\mistrallite.csv,4.4
mistral-openorca:7b-q4_K_M,4.4GB,32K,Text,d4fd6870e8eb,2 years ago,mistral\mistral-openorca.csv,4.4
dolphin-mistral:7b-v2-q4_K_M,4.4GB,32K,Text,8151671578cc,2 years ago,mistral\dolphin-mistral.csv,4.4
granite4:tiny-h-base-q4_1,4.4GB,1M,Text,0787685175ac,11 months ago,ibm\granite4.csv,4.4
granite3.1-dense:8b-instruct-q3_K_L,4.4GB,128K,Text,8f28ec28aafc,1 year ago,granite\granite3.1-dense.csv,4.4
mistral:7b-text-q4_K_M,4.4GB,32K,Text,60eca258468e,2 years ago,mistral\mistral.csv,4.4
qwen2:7b-text,4.4GB,128K,Text,5c0af9e4500d,2 years ago,qwen\qwen2.csv,4.4
qwen:7b-chat-v1.5-q4_0,4.5GB,32K,Text,2091ee8c8d8f,2 years ago,qwen\qwen.csv,4.5
nemotron-mini:4b-instruct-q8_0,4.5GB,4K,Text,fe86a4d04f9f,1 year ago,nemotron\nemotron-mini.csv,4.5
qwen:7b-chat-q4_K_S,4.5GB,32K,Text,670c5afa68d5,2 years ago,qwen\qwen.csv,4.5
qwen:7b-text-v1.5-q4_0,4.5GB,32K,Text,952dc7c77fea,2 years ago,qwen\qwen.csv,4.5
ministral-3:3b-instruct-2512-q8_0,4.5GB,256K,"Text, Image",c269e5748d11,8 months ago,mistral\ministral-3.csv,4.5
qwen2:7b-instruct-q4_K_S,4.5GB,32K,Text,47d94758e9c1,1 year ago,qwen\qwen2.csv,4.5
llama-pro:8b-text-q3_K_L,4.5GB,4K,Text,,,llama\llama-pro.csv,4.5
gemma:2b-instruct-fp16,4.5GB,8K,Text,1cca4a1914b8,2 years ago,gemma\gemma.csv,4.5
qwen2.5-coder:7b-base-q4_K_S,4.5GB,32K,Text,d31c13ff6e03,1 year ago,qwen\qwen2.5-coder.csv,4.5
qwen2.5-coder:7b-instruct-q4_K_S,4.5GB,32K,Text,37ff7e52b958,1 year ago,qwen\qwen2.5-coder.csv,4.5
gemma:2b-text-fp16,4.5GB,8K,Text,bced1b198253,2 years ago,gemma\gemma.csv,4.5
llama-pro:8b-instruct-q3_K_L,4.5GB,4K,Text,,,llama\llama-pro.csv,4.5
qwen:7b-q4_0,4.5GB,32K,Text,a602ed3d295f,2 years ago,qwen\qwen.csv,4.5
qwen:7b-chat,4.5GB,32K,Text,2091ee8c8d8f,2 years ago,qwen\qwen.csv,4.5
qwen:7b-q4_K_S,4.5GB,32K,Text,13660ea6e426,2 years ago,qwen\qwen.csv,4.5
qwen2.5:7b-instruct-q4_K_S,4.5GB,32K,Text,d572758f0ffe,1 year ago,qwen\qwen2.5.csv,4.5
qwen:7b-text-v1.5-q4_K_S,4.5GB,32K,Text,05bb240791f0,2 years ago,qwen\qwen.csv,4.5
qwen:7b-chat-q4_0,4.5GB,32K,Text,8a759e224c54,2 years ago,qwen\qwen.csv,4.5
qwen:7b-chat-v1.5-q4_K_S,4.5GB,32K,Text,1b769918d6f3,2 years ago,qwen\qwen.csv,4.5
qwen:7b,4.5GB,32K,Text,2091ee8c8d8f,2 years ago,qwen\qwen.csv,4.5
qwen:7b-text,4.5GB,32K,Text,952dc7c77fea,2 years ago,qwen\qwen.csv,4.5
granite4.1-guardian:8b-q3_K_L,4.5GB,128K,Text,364832eedf35,2 months ago,ibm\granite4.1-guardian.csv,4.5
qwen2:7b-text-q4_K_S,4.5GB,128K,Text,5cfe6a2793de,2 years ago,qwen\qwen2.csv,4.5
dolphin-mistral:7b-v2.2.1-q4_1,4.6GB,32K,Text,c76cd3b5beee,2 years ago,mistral\dolphin-mistral.csv,4.6
mistral:7b-instruct-v0.2-q4_1,4.6GB,32K,Text,658e1f4c66cc,2 years ago,mistral\mistral.csv,4.6
dolphin-mistral:7b-v2.1-q4_1,4.6GB,32K,Text,bccbfbb66c22,2 years ago,mistral\dolphin-mistral.csv,4.6
yarn-mistral:7b-64k-q4_1,4.6GB,32K,Text,0b1ddb2af722,2 years ago,mistral\yarn-mistral.csv,4.6
mistrallite:7b-v0.1-q4_1,4.6GB,32K,Text,00a4a71eee8f,2 years ago,mistral\mistrallite.csv,4.6
granite4.0-preview:tiny-instruct-q5_0,4.6GB,1M,Text,0748274e15fa,11 months ago,ibm\granite4.0-preview.csv,4.6
granite4.0-preview:tiny-base-q5_0,4.6GB,1M,Text,75017279b232,11 months ago,ibm\granite4.0-preview.csv,4.6
granite4.0-preview:tiny-base-q5_K_S,4.6GB,1M,Text,6fbbb348159c,11 months ago,ibm\granite4.0-preview.csv,4.6
mistral-openorca:7b-q4_1,4.6GB,32K,Text,185461182e00,2 years ago,mistral\mistral-openorca.csv,4.6
mistral:7b-instruct-v0.3-q4_1,4.6GB,32K,Text,571250ebd2d9,1 year ago,mistral\mistral.csv,4.6
gemma:7b-instruct-q3_K_M,4.6GB,8K,Text,92dd270cb673,2 years ago,gemma\gemma.csv,4.6
yarn-mistral:7b-128k-q4_1,4.6GB,128K,Text,2f2460d79fe1,2 years ago,mistral\yarn-mistral.csv,4.6
dolphin-mistral:7b-v2-q4_1,4.6GB,32K,Text,963a8962e5cb,2 years ago,mistral\dolphin-mistral.csv,4.6
granite4.0-preview:tiny-instruct-q5_K_S,4.6GB,1M,Text,377173acb171,11 months ago,ibm\granite4.0-preview.csv,4.6
mistral:7b-instruct-q4_1,4.6GB,32K,Text,4455f2ee0189,2 years ago,mistral\mistral.csv,4.6
qwen3.5:2b-bf16,4.6GB,256K,"Text, Image",64148169aba8,5 months ago,qwen\qwen3.5.csv,4.6
dolphin-mistral:7b-v2.2-q4_1,4.6GB,32K,Text,1f764be54847,2 years ago,mistral\dolphin-mistral.csv,4.6
phi4-mini-reasoning:3.8b-q8_0,4.6GB,4K,Text,e3fffa9f7d91,1 year ago,phi\phi4-mini-reasoning.csv,4.6
gemma:7b-text-q3_K_M,4.6GB,8K,Text,ffd8ea66cf1f,2 years ago,gemma\gemma.csv,4.6
dolphin-mistral:7b-v2.6-q4_1,4.6GB,32K,Text,75979198bd96,2 years ago,mistral\dolphin-mistral.csv,4.6
dolphin-mistral:7b-v2.6-dpo-laser-q4_1,4.6GB,32K,Text,dcda7ed9d1ea,2 years ago,mistral\dolphin-mistral.csv,4.6
qwen2.5vl:3b-q8_0,4.6GB,125K,"Text, Image",21858d9f5230,1 year ago,qwen\qwen2.5vl.csv,4.6
dolphin-mistral:7b-v2.8-q4_1,4.6GB,32K,Text,8a3536853f0c,2 years ago,mistral\dolphin-mistral.csv,4.6
mistral:7b-text-q4_1,4.6GB,32K,Text,14d146cb57dc,2 years ago,mistral\mistral.csv,4.6
mistral:7b-text-v0.2-q4_1,4.6GB,16K,Text,fae6ab253307,2 years ago,mistral\mistral.csv,4.6
mathstral:7b-v0.1-q4_1,4.6GB,32K,Text,7d1005348e61,2 years ago,mistral\mathstral.csv,4.6
deepseek-coder:6.7b-instruct-q5_0,4.7GB,16K,Text,24c6f279a2a3,2 years ago,deepseek\deepseek-coder.csv,4.7
deepseek-coder:6.7b-instruct-q5_K_S,4.7GB,16K,Text,fa9d8a78ef0d,2 years ago,deepseek\deepseek-coder.csv,4.7
granite4.0-preview:tiny-base-q5_K_M,4.7GB,1M,Text,92a6fb182cb0,11 months ago,ibm\granite4.0-preview.csv,4.7
llama3-chatqa:8b-v1.5,4.7GB,8K,Text,b37a98d204b2,2 years ago,llama\llama3-chatqa.csv,4.7
llama3-chatqa:8b,4.7GB,8K,Text,b37a98d204b2,2 years ago,llama\llama3-chatqa.csv,4.7
llama3-chatqa:latest,4.7GB,8K,Text,b37a98d204b2,2 years ago,llama\llama3-chatqa.csv,4.7
llama3-chatqa:8b-v1.5-q4_K_S,4.7GB,8K,Text,c4c5c98e11c6,2 years ago,llama\llama3-chatqa.csv,4.7
granite4.0-preview:tiny-instruct-q5_K_M,4.7GB,1M,Text,7d65562c3f16,11 months ago,ibm\granite4.0-preview.csv,4.7
llama3:text,4.7GB,8K,Text,870a5d02cfaf,2 years ago,llama\llama3.csv,4.7
deepseek-r1:7b,4.7GB,128K,Text,755ced02ce7b,1 year ago,deepseek\deepseek-r1.csv,4.7
llama3:8b-instruct-q4_K_S,4.7GB,8K,Text,469db3d82576,2 years ago,llama\llama3.csv,4.7
llama3:8b,4.7GB,8K,Text,365c0bd3c000,2 years ago,llama\llama3.csv,4.7
granite3-dense:8b-instruct-q4_0,4.7GB,4K,Text,16473222519f,1 year ago,granite\granite3-dense.csv,4.7
llama3:8b-instruct-q4_0,4.7GB,8K,Text,365c0bd3c000,2 years ago,llama\llama3.csv,4.7
qwen2.5-coder:7b-base,4.7GB,32K,Text,bd8755145f1c,1 year ago,qwen\qwen2.5-coder.csv,4.7
llama2-uncensored:7b-chat-q5_0,4.7GB,2K,Text,48c918f41b91,2 years ago,llama\llama2-uncensored.csv,4.7
llama3:8b-text-q4_0,4.7GB,8K,Text,870a5d02cfaf,2 years ago,llama\llama3.csv,4.7
llama2:7b-chat-q5_K_S,4.7GB,4K,Text,4f771b179264,2 years ago,llama\llama2.csv,4.7
llama3-gradient:8b-instruct-1048k-q4_0,4.7GB,1M,Text,5d1398df5b8b,2 years ago,llama\llama3-gradient.csv,4.7
llama2:7b-chat-q5_0,4.7GB,4K,Text,68cf22a36a37,2 years ago,llama\llama2.csv,4.7
llama3-gradient:8b,4.7GB,1M,Text,5d1398df5b8b,2 years ago,llama\llama3-gradient.csv,4.7
llama3-gradient:1048k,4.7GB,1M,Text,5d1398df5b8b,2 years ago,llama\llama3-gradient.csv,4.7
llama3-chatqa:8b-v1.5-q4_0,4.7GB,8K,Text,b37a98d204b2,2 years ago,llama\llama3-chatqa.csv,4.7
llama2:7b-text-q5_K_S,4.7GB,4K,Text,6dd64259f527,2 years ago,llama\llama2.csv,4.7
llama3-gradient:instruct,4.7GB,1M,Text,5d1398df5b8b,2 years ago,llama\llama3-gradient.csv,4.7
qwen2.5-coder:latest,4.7GB,32K,Text,dae161e27b0e,1 year ago,qwen\qwen2.5-coder.csv,4.7
qwen2.5-coder:7b,4.7GB,32K,Text,dae161e27b0e,1 year ago,qwen\qwen2.5-coder.csv,4.7
llama3-gradient:latest,4.7GB,1M,Text,5d1398df5b8b,2 years ago,llama\llama3-gradient.csv,4.7
llama3:8b-text,4.7GB,8K,Text,870a5d02cfaf,2 years ago,llama\llama3.csv,4.7
llama3:8b-text-q4_K_S,4.7GB,8K,Text,9a26d72d3e16,2 years ago,llama\llama3.csv,4.7
granite3-dense:8b-instruct-q4_K_S,4.7GB,4K,Text,8fc1ce76b8f2,1 year ago,granite\granite3-dense.csv,4.7
deepseek-r1:7b-qwen-distill-q4_K_M,4.7GB,128K,Text,755ced02ce7b,1 year ago,deepseek\deepseek-r1.csv,4.7
llama3-groq-tool-use:8b,4.7GB,8K,Text,36211dad2b15,2 years ago,llama\llama3-groq-tool-use.csv,4.7
llama2:7b-text-q5_0,4.7GB,4K,Text,7377932417e0,2 years ago,llama\llama2.csv,4.7
llama-guard3:8b-q4_K_S,4.7GB,128K,Text,7e8d75f07310,1 year ago,llama\llama-guard3.csv,4.7
gemma:7b-instruct-v1.1-q3_K_L,4.7GB,8K,Text,567c802627ea,2 years ago,gemma\gemma.csv,4.7
